 335.90833 2021 12  1 21 48    0.0348  156.9212    0.0136   -0.0320
 335.91251 2021 12  1 21 54    0.0247  154.1173    0.0108   -0.0222
 335.91666 2021 12  1 22  0    0.0142  147.5550    0.0076   -0.0120
 335.92084 2021 12  1 22  6    0.0051  122.5541    0.0043   -0.0027
 335.92499 2021 12  1 22 12    0.0043   35.3805    0.0025    0.0035
 335.92917 2021 12  1 22 18    0.0054   23.1578    0.0021    0.0050
 335.93332 2021 12  1 22 24    0.0037   57.0412    0.0031    0.0020
 335.93750 2021 12  1 22 30    0.0066  125.0771    0.0054   -0.0038
 335.94168 2021 12  1 22 36    0.0128  143.0245    0.0077   -0.0102
 335.94583 2021 12  1 22 42    0.0176  147.7555    0.0094   -0.0149
 335.95001 2021 12  1 22 48    0.0198  149.5451    0.0100   -0.0171
 335.95416 2021 12  1 22 54    0.0200  149.2954    0.0102   -0.0172
 335.95834 2021 12  1 23  0    0.0182  147.5910    0.0098   -0.0154
 335.96249 2021 12  1 23  6    0.0146  143.3260    0.0087   -0.0117
 335.96667 2021 12  1 23 12    0.0089  130.1096    0.0068   -0.0057
 335.97083 2021 12  1 23 18    0.0050   57.5626    0.0043    0.0027
 335.97501 2021 12  1 23 24    0.0120    3.9934    0.0008    0.0119
 335.97916 2021 12  1 23 30    0.0198  354.3987   -0.0019    0.0197
 335.98334 2021 12  1 23 36    0.0250  352.2976   -0.0034    0.0248
 335.98749 2021 12  1 23 42    0.0283  350.9310   -0.0045    0.0280
 335.99167 2021 12  1 23 48    0.0308  349.6627   -0.0055    0.0303
 335.99582 2021 12  1 23 54    0.0325  348.9813   -0.0062    0.0319
 336.00000 2021 12  2  0  0    0.0329  348.6210   -0.0065    0.0322
 336.00418 2021 12  2  0  6    0.0319  348.1349   -0.0066    0.0312
 336.00833 2021 12  2  0 12    0.0293  348.5888   -0.0058    0.0287
 336.01251 2021 12  2  0 18    0.0258  349.2040   -0.0048    0.0253
 336.01666 2021 12  2  0 24    0.0230  349.9870   -0.0040    0.0227
 336.02084 2021 12  2  0 30    0.0219  349.6422   -0.0039    0.0215
 336.02499 2021 12  2  0 36    0.0219  348.6917   -0.0043    0.0215
 336.02917 2021 12  2  0 42    0.0226  348.1829   -0.0046    0.0222
